Vial_Label,Haul Code,Fish_number,Length(mm),
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,64,9.58,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,65,6.97,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,66,10.39,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,67,10.16,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,68,13.4,Gut region missing
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,69,9.47,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,70,14.73,Gut region missing
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,71,10.62,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,72,10.8,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,73,8.91,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,74,6.3,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,75,12.75,Measurement inaccurate; tail section detached from body
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,76,10.74,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,77,9.03,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,78,9.96,Chunk of gut missing
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,79,8.89,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,80,10.09,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,81,6.34,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,82,10.33,Measurement likely inaccurate; head partially detached
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,83,10.37,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,84,5.72,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,85,10.83,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,86,12.16,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,87,9.4,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,88,8.24,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,89,8.99,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,90,7.8,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,91,11.05,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,92,11.75,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,93,13.21,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,94,9.93,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,95,7.65,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,96,7.8,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,97,8.14,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,98,11.28,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,99,11.58,Chunk of underside missing
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,100,8.91,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,101,6.79,Body damaged and disintegrated
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,102,8.14,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,103,9.3,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,104,5.84,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,105,8.9,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,106,8.89,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,107,8.17,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,108,8.27,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,109,4.98,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,110,3.7,Measurement inaccurate; tail missing
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,111,4.98,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,112,6.93,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,113,7.7,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,114,6.87,Measurement inaccurate; tail section detached
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,115,6.04,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,116,4.01,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,117,5,
,,,,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,1,6.13,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,2,17.55,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,3,13.89,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,4,15.64,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,5,15.9,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,6,18.45,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,7,16.09,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,8,18.38,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,9,11.96,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,10,9.54,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,11,9.5,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,12,11.75,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,13,8.07,flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,14,9.28,flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,15,11.96,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,16,8.14,flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,17,8.79,flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,18,11.04,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,19,8.96,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,20,9.76,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,21,8.84,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,22,10.38,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,23,7.86,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,24,10.33,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,25,9.87,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,26,8.16,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,27,13.35,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,28,8.61,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,29,7.34,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,30,8.56,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,31,8.04,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,32,9.62,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,33,9.05,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,34,8.09,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,35,10.84,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,36,11.22,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,37,7.56,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,38,9.12,flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,39,8.6,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,40,9.59,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,41,9.12,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,42,8.74,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,43,9.36,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,44,9.42,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,45,9.61,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,46,7.92,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,47,7.42,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,48,8.2,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,49,10.94,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,50,11.05,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,51,9.64,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,52,12.6,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,53,NA,damaged
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,54,7.53,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,55,9.62,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,56,10.35,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,57,10.23,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,58,11.52,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,59,9.6,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,60,9.14,"post-flexion, damaged"
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,61,5.94,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,62,7.69,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,63,6.11,tail slightly damaged
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,64,9.72,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,65,8.09,flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,66,8.11,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,67,NA,only a tail portion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,68,8.97,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,69,5.72,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,70,7.33,flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,71,6.44,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,72,8.58,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,73,5.81,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,74,NA,severe damage
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,75,6.62,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,76,7.04,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,77,9.99,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,78,5.88,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,79,NA,tail section only
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,80,7.59,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,81,9.39,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,82,6.33,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,83,5.03,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,84,6.31,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,85,9.95,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,86,6.08,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,87,NA,severe damage
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,88,7.72,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,89,7.42,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,90,7.6,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,91,7.03,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,92,5.09,damaged
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,93,7.34,flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,94,7.24,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,95,NA,missing tail section
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,96,10.57,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,97,6.7,damaged
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,98,10.08,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,99,8.61,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,100,9.34,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,101,5.37,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,102,9.77,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,103,7.95,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,104,9.13,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,105,7.94,flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,106,8.16,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,107,6.12,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,108,NA,head only
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,109,NA,damaged
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,110,NA,damaged
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,111,NA,damaged
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,112,NA,damaged
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,113,NA,damaged
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,114,NA,damaged
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,115,NA,damaged
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,116,NA,damaged
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,117,NA,damaged
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,118,NA,damaged
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,119,NA,damaged
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,120,NA,damaged
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,121,NA,damaged
,,,,
mezcalW19-20190305-NH-S4-MaD-MOC4-N0,307-4-0,1,9.24,post-flexion
mezcalW19-20190305-NH-S4-MaD-MOC4-N0,307-4-0,2,8.48,post-flexion
,,,,
mezcalW19-20190305-NH-S3-MaD-Moc1-N4*,308-1-4*,1,2.61,
,,,,
mezcalW19-20190305-NH-S2-MaD-Moc1-N0,309-1-0,1,10.37,post-flexion
mezcalW19-20190305-NH-S2-MaD-Moc1-N0,309-1-0,2,8.39,post-flexion
mezcalW19-20190305-NH-S2-MaD-Moc1-N0,309-1-0,3,6.58,
mezcalW19-20190305-NH-S2-MaD-Moc1-N0,309-1-0,4,NA,BUTTER SOLE NOT ENGLISH
,,,,
mezcalW19-20190305-NH-S2-MaD-Moc4-N0,309-4-0,1,13.37,post-flexion
mezcalW19-20190305-NH-S2-MaD-Moc4-N0,309-4-0,2,11.94,post-flexion
mezcalW19-20190305-NH-S2-MaD-Moc4-N0,309-4-0,3,10.11,post-flexion
mezcalW19-20190305-NH-S2-MaD-Moc4-N0,309-4-0,4,10.36,post-flexion
mezcalW19-20190305-NH-S2-MaD-Moc4-N0,309-4-0,5,8.73,post-flexion
mezcalW19-20190305-NH-S2-MaD-Moc4-N0,309-4-0,6,9.96,post-flexion
mezcalW19-20190305-NH-S2-MaD-Moc4-N0,309-4-0,7,9.84,post-flexion
mezcalW19-20190305-NH-S2-MaD-Moc4-N0,309-4-0,8,11.66,post-flexion
mezcalW19-20190305-NH-S2-MaD-Moc4-N0,309-4-0,9,11.23,post-flexion
,,,,
mezcalW19-20190305-NH-S1-MaD-Moc1-N0-001,310-1-0,1,12.06,post-flexion 
mezcalW19-20190305-NH-S1-MaD-Moc1-N0-001,310-1-0,2,5.17,
,,,,
mezcalW19-20190305-NH-S1-MaD-Moc4-N0,310-4-0,1,9.48,post-flexion
mezcalW19-20190305-NH-S1-MaD-Moc4-N0,310-4-0,2,8.54,post-flexion
mezcalW19-20190305-NH-S1-MaD-Moc4-N0,310-4-0,3,13.1,post-flexion
mezcalW19-20190305-NH-S1-MaD-Moc4-N0,310-4-0,4,8.96,post-flexion
mezcalW19-20190305-NH-S1-MaD-Moc4-N0,310-4-0,5,7.36,
mezcalW19-20190305-NH-S1-MaD-Moc4-N0,310-4-0,6,8.77,post-flexion
mezcalW19-20190305-NH-S1-MaD-Moc4-N0,310-4-0,7,8.2,
mezcalW19-20190305-NH-S1-MaD-Moc4-N0,310-4-0,8,6.74,
mezcalW19-20190305-NH-S1-MaD-Moc4-N0,310-4-0,9,8.2,post-flexion
mezcalW19-20190305-NH-S1-MaD-Moc4-N0,310-4-0,10,6.78,
mezcalW19-20190305-NH-S1-MaD-Moc4-N0,310-4-0,11,9.87,post-flexion
mezcalW19-20190305-NH-S1-MaD-Moc4-N0,310-4-0,12,9.22,
mezcalW19-20190305-NH-S1-MaD-Moc4-N0,310-4-0,13,11.01,post-flexion
mezcalW19-20190305-NH-S1-MaD-Moc4-N0,310-4-0,14,7.76,"post-flexion, damaged"
mezcalW19-20190305-NH-S1-MaD-Moc4-N0,310-4-0,15,7.94,flexion
,,,,
mezcalW19-20190307-NH-S4-MbD-Moc1-N0,317-1-0,1,4.2,
mezcalW19-20190307-NH-S4-MbD-Moc1-N0,317-1-0,2,5.1,
mezcalW19-20190307-NH-S4-MbD-Moc1-N0,317-1-0,3,11.94,post-flexion
,,,,
mezcalW19-20190307-NH-S4-MbD-Moc1-N4*,317-1-4*,1,4.89,
mezcalW19-20190307-NH-S4-MbD-Moc1-N4*,317-1-4*,2,4.26,
mezcalW19-20190307-NH-S4-MbD-Moc1-N4*,317-1-4*,3,3.46,
mezcalW19-20190307-NH-S4-MbD-Moc1-N4*,317-1-4*,4,5.8,
,,,,
mezcalW19-20190307-NH-S4-MbD-Moc4-N0,317-4-0,1,3.07,
,,,,
mezcalW19-20190307-NH-S3-MbD-Moc1-N0,318-1-0,1,8.35,post-flexion
mezcalW19-20190307-NH-S3-MbD-Moc1-N0,318-1-0,2,7.8,post-flexion
mezcalW19-20190307-NH-S3-MbD-Moc1-N0,318-1-0,3,6.71,
mezcalW19-20190307-NH-S3-MbD-Moc1-N0,318-1-0,4,7.58,post-flexion
,,,,
mezcalW19-20190307-NH-S3-MbD-Moc4-N0,318-4-0,1,10.11,post-flexion
mezcalW19-20190307-NH-S3-MbD-Moc4-N0,318-4-0,2,8.12,damaged
mezcalW19-20190307-NH-S3-MbD-Moc4-N0,318-4-0,3,10.63,post-flexion
mezcalW19-20190307-NH-S3-MbD-Moc4-N0,318-4-0,4,10.37,post-flexion
mezcalW19-20190307-NH-S3-MbD-Moc4-N0,318-4-0,5,7.97,post-flexion
mezcalW19-20190307-NH-S3-MbD-Moc4-N0,318-4-0,6,NA,damaged
mezcalW19-20190307-NH-S3-MbD-Moc4-N0,318-4-0,7,6.6,
mezcalW19-20190307-NH-S3-MbD-Moc4-N0,318-4-0,8,9.98,post-flexion
mezcalW19-20190307-NH-S3-MbD-Moc4-N0,318-4-0,9,10.22,post-flexion
mezcalW19-20190307-NH-S3-MbD-Moc4-N0,318-4-0,10,9.99,post-flexion
mezcalW19-20190307-NH-S3-MbD-Moc4-N0,318-4-0,11,NA,not english sole 
mezcalW19-20190307-NH-S3-MbD-Moc4-N0,318-4-0,12,9.69,post-flexion
mezcalW19-20190307-NH-S3-MbD-Moc4-N0,318-4-0,13,8.88,post-flexion
,,,,
mezcalW19-20190307-NH-S2-MbD-Moc1-N4*,319-1-4*,1,4.11,
mezcalW19-20190307-NH-S2-MbD-Moc1-N4*,319-1-4*,2,5.31,
mezcalW19-20190307-NH-S2-MbD-Moc1-N4*,319-1-4*,3,3.86,
mezcalW19-20190307-NH-S2-MbD-Moc1-N4*,319-1-4*,4,3.6,
mezcalW19-20190307-NH-S2-MbD-Moc1-N4*,319-1-4*,5,5.85,
mezcalW19-20190307-NH-S2-MbD-Moc1-N4*,319-1-4*,6,5.14,
mezcalW19-20190307-NH-S2-MbD-Moc1-N4*,319-1-4*,7,5.44,
mezcalW19-20190307-NH-S2-MbD-Moc1-N4*,319-1-4*,8,4.46,
,,,,
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,1,12.35,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,2,12.07,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,3,9.49,
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,4,9.05,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,5,11.92,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,6,9.92,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,7,8.32,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,8,9.27,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,9,11.01,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,10,11.01,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,11,8.45,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,12,8.98,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,13,9.19,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,14,9.94,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,15,9.57,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,16,10.61,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,17,8.22,flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,18,8.57,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,19,13.66,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,20,10.69,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,21,9.59,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,22,9.42,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,23,8.17,flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,24,8.69,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,25,10.17,"post-flexion, damaged"
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,26,10.97,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,27,10.35,
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,28,9.5,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,29,9.85,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,30,7.96,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,31,7.89,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,32,8.78,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,33,11.04,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,34,8.26,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,35,8.9,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,36,8.69,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,37,NA,damaged
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,38,9.26,"post-flexion, damaged"
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,39,8.97,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,40,11.09,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,41,10.21,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,42,8.71,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,43,8.34,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,44,9.49,
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,45,9.05,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,46,9.09,flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,47,10.19,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,48,9.75,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,49,9.61,flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,50,8.95,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,51,9.65,flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,52,9.68,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,53,9.73,flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,54,9.25,flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,55,12.28,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,56,10.64,flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,57,8.82,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,58,9.9,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,59,8.81,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,60,10.25,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,61,10.11,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,62,9.5,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,63,9.83,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,64,9.75,post-flexion
