Vial_Label,Haul Code,Length(mm),
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,8.36,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,7.87,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,NA,severe damage
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,7.06,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,7.18,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,NA,severe damage
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,8.54,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,4.99,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,8.83,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,9.96,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,3.77,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,7.76,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,10.87,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,7.63,flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,4.24,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,7.11,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,7.95,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,7.78,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,8,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,8.85,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,8.34,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,6.48,
,,,
mezcalW19-20190307-NH-S1-MbD-Moc1-N0,320-1-0,4.96,
mezcalW19-20190307-NH-S1-MbD-Moc1-N0,320-1-0,4.27,
mezcalW19-20190307-NH-S1-MbD-Moc1-N0,320-1-0,2.93,
mezcalW19-20190307-NH-S1-MbD-Moc1-N0,320-1-0,8.25,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc1-N0,320-1-0,9.19,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc1-N0,320-1-0,6.85,
mezcalW19-20190307-NH-S1-MbD-Moc1-N0,320-1-0,8.02,
mezcalW19-20190307-NH-S1-MbD-Moc1-N0,320-1-0,13.13,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc1-N0,320-1-0,6.89,
mezcalW19-20190307-NH-S1-MbD-Moc1-N0,320-1-0,NA ,severe damage
,,,
mezcalW19-20190307-NH-S1-MbD-Moc1-N4*,320-1-4*,9.61,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc1-N4*,320-1-4*,4.95,
mezcalW19-20190307-NH-S1-MbD-Moc1-N4*,320-1-4*,5.95,
mezcalW19-20190307-NH-S1-MbD-Moc1-N4*,320-1-4*,4.71,
mezcalW19-20190307-NH-S1-MbD-Moc1-N4*,320-1-4*,5.67,
mezcalW19-20190307-NH-S1-MbD-Moc1-N4*,320-1-4*,5.96,
mezcalW19-20190307-NH-S1-MbD-Moc1-N4*,320-1-4*,6.69,
mezcalW19-20190307-NH-S1-MbD-Moc1-N4*,320-1-4*,5.98,
mezcalW19-20190307-NH-S1-MbD-Moc1-N4*,320-1-4*,7.16,
mezcalW19-20190307-NH-S1-MbD-Moc1-N4*,320-1-4*,5.17,
mezcalW19-20190307-NH-S1-MbD-Moc1-N4*,320-1-4*,8.16,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc1-N4*,320-1-4*,6.37,
mezcalW19-20190307-NH-S1-MbD-Moc1-N4*,320-1-4*,7.43,
mezcalW19-20190307-NH-S1-MbD-Moc1-N4*,320-1-4*,9.69,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc1-N4*,320-1-4*,6.46,
mezcalW19-20190307-NH-S1-MbD-Moc1-N4*,320-1-4*,3.9,
mezcalW19-20190307-NH-S1-MbD-Moc1-N4*,320-1-4*,2.89,
,,,
mezcalW19-20190307-NH-S1-MbD-Moc4-N0,320-4-0,12.12,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N0,320-4-0,9.23,
mezcalW19-20190307-NH-S1-MbD-Moc4-N0,320-4-0,8.51,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N0,320-4-0,NA,severe damage
mezcalW19-20190307-NH-S1-MbD-Moc4-N0,320-4-0,9.09,
