time,mole_concentration_of_dissolved_molecular_oxygen_in_sea_water_profiler_depth_enabled,mole_concentration_of_dissolved_molecular_oxygen_in_sea_water_profiler_depth_enabled_qc_agg
UTC,micromol.L-1,
2019-08-11T08:00:00Z,276.3380298587,NaN
2019-08-11T08:00:00Z,277.6175697309,NaN
2019-08-11T19:59:00Z,438.1173595384,NaN
2019-08-11T20:00:00Z,438.0443290263,NaN
2019-08-11T20:00:00Z,438.0008366017,NaN
2019-08-11T20:00:00Z,438.2791421182,NaN
2019-08-11T20:00:00Z,438.434336202,NaN
2019-08-11T20:00:00Z,438.9152935507,NaN
2019-08-11T20:00:00Z,438.9918467827,NaN
2019-08-11T20:00:00Z,439.6164483441,NaN
2019-08-11T20:00:00Z,440.097305029,NaN
2019-08-11T20:00:00Z,440.4426957454,NaN
2019-08-11T20:00:00Z,440.7896016324,NaN
2019-08-11T20:00:00Z,441.3748028698,NaN
2019-08-11T20:00:00Z,442.0021702305,NaN
2019-08-11T20:00:00Z,442.0775039219,NaN
2019-08-11T20:00:00Z,442.5620914204,NaN
2019-08-11T20:00:00Z,442.8902758571,NaN
2019-08-11T20:00:00Z,443.5444715274,NaN
2019-08-11T20:00:00Z,443.9103862053,NaN
2019-08-11T20:00:00Z,444.6022456102,NaN
2019-08-12T07:59:00Z,350.8700283388,NaN
2019-08-12T08:00:00Z,350.4014218885,NaN
2019-08-12T08:00:00Z,350.0943583682,NaN
2019-08-12T08:00:00Z,349.7901048645,NaN
2019-08-12T08:00:00Z,349.8363691288,NaN
2019-08-12T08:00:00Z,350.229502106,NaN
2019-08-12T08:00:00Z,350.5413801089,NaN
2019-08-12T08:00:00Z,351.0674883974,NaN
2019-08-12T08:00:00Z,351.4356580004,NaN
2019-08-12T08:00:00Z,351.7547023481,NaN
2019-08-12T08:00:00Z,352.0657199176,NaN
2019-08-12T08:00:00Z,352.5793336834,NaN
2019-08-12T08:00:00Z,352.9263603718,NaN
2019-08-12T08:00:00Z,353.4924734409,NaN
2019-08-12T08:00:00Z,354.1340557026,NaN
2019-08-12T08:00:00Z,354.920273354,NaN
2019-08-12T08:00:00Z,355.5557798343,NaN
2019-08-12T08:00:00Z,356.6858075426,NaN
2019-08-12T08:00:00Z,357.2857569707,NaN
2019-08-12T19:59:00Z,293.7653797436,NaN
2019-08-12T20:00:00Z,293.7357950841,NaN
2019-08-12T20:00:00Z,293.8785457161,NaN
2019-08-12T20:00:00Z,294.2786428311,NaN
2019-08-12T20:00:00Z,294.8101788916,NaN
2019-08-12T20:00:00Z,295.2542798394,NaN
2019-08-12T20:00:00Z,295.8042528405,NaN
2019-08-12T20:00:00Z,296.1219508578,NaN
2019-08-12T20:00:00Z,296.4498297702,NaN
2019-08-12T20:00:00Z,296.7497948618,NaN
2019-08-12T20:00:00Z,297.1888740281,NaN
2019-08-12T20:00:00Z,297.6644132164,NaN
2019-08-12T20:00:00Z,298.4325843748,NaN
2019-08-12T20:00:00Z,300.1893639571,NaN
2019-08-12T20:00:00Z,299.2002456742,NaN
2019-08-12T20:00:00Z,300.8064950242,NaN
2019-08-12T20:00:00Z,302.4491339011,NaN
2019-08-12T20:00:00Z,304.3463835395,NaN
2019-08-12T20:00:00Z,306.1416806512,NaN
2019-08-13T07:59:00Z,280.1941891089,NaN
2019-08-13T08:00:00Z,279.9973456702,NaN
2019-08-13T08:00:00Z,279.9440380593,NaN
2019-08-13T08:00:00Z,279.9894782232,NaN
2019-08-13T08:00:00Z,279.9920681498,NaN
2019-08-13T08:00:00Z,279.9729408486,NaN
2019-08-13T08:00:00Z,280.0834769704,NaN
2019-08-13T08:00:00Z,280.2457138764,NaN
2019-08-13T08:00:00Z,280.3964455891,NaN
2019-08-13T08:00:00Z,280.5363708943,NaN
2019-08-13T08:00:00Z,280.5465907788,NaN
2019-08-13T08:00:00Z,280.6916909817,NaN
2019-08-13T08:00:00Z,280.84138027,NaN
2019-08-13T08:00:00Z,280.9690092302,NaN
2019-08-13T08:00:00Z,281.318453488,NaN
2019-08-13T08:00:00Z,281.569967304,NaN
2019-08-13T08:00:00Z,281.9242015304,NaN
2019-08-13T08:00:00Z,282.6800010788,NaN
2019-08-13T08:00:00Z,283.5325843496,NaN
2019-08-13T19:59:00Z,344.747366562,NaN
2019-08-13T19:59:00Z,344.8039689368,NaN
2019-08-13T20:00:00Z,344.837562018,NaN
2019-08-13T20:00:00Z,344.9199329346,NaN
2019-08-13T20:00:00Z,345.1320443817,NaN
2019-08-13T20:00:00Z,345.4294100947,NaN
2019-08-13T20:00:00Z,345.9077145637,NaN
2019-08-13T20:00:00Z,346.3040263042,NaN
2019-08-13T20:00:00Z,346.538467038,NaN
2019-08-13T20:00:00Z,346.8819128587,NaN
2019-08-13T20:00:00Z,347.1673780061,NaN
2019-08-13T20:00:00Z,347.5377618191,NaN
2019-08-13T20:00:00Z,347.8603927152,NaN
2019-08-13T20:00:00Z,348.5228798088,NaN
2019-08-13T20:00:00Z,348.9758884218,NaN
2019-08-13T20:00:00Z,349.2545778586,NaN
2019-08-13T20:00:00Z,349.8109234815,NaN
2019-08-13T20:00:00Z,349.8493246569,NaN
2019-08-13T20:00:00Z,350.4117577481,NaN
2019-08-13T20:00:00Z,351.3349212448,NaN
2019-08-13T20:00:00Z,351.9756920147,NaN
2019-08-14T07:59:00Z,378.9263661551,NaN
2019-08-14T08:00:00Z,379.1198728288,NaN
2019-08-14T08:00:00Z,379.2618286944,NaN
2019-08-14T08:00:00Z,379.1223242393,NaN
2019-08-14T08:00:00Z,379.1641503929,NaN
2019-08-14T08:00:00Z,379.5311766816,NaN
2019-08-14T08:00:00Z,379.7629065828,NaN
2019-08-14T08:00:00Z,380.1074852272,NaN
2019-08-14T08:00:00Z,380.4015677899,NaN
2019-08-14T08:00:00Z,380.380615287,NaN
2019-08-14T08:00:00Z,380.4545608537,NaN
2019-08-14T08:00:00Z,380.4644524149,NaN
2019-08-14T08:00:00Z,380.4084711332,NaN
2019-08-14T08:00:00Z,380.6001616548,NaN
2019-08-14T08:00:00Z,380.7278590319,NaN
2019-08-14T08:00:00Z,381.1878461128,NaN
2019-08-14T08:00:00Z,381.4157161671,NaN
2019-08-14T08:00:00Z,382.2284721936,NaN
2019-08-14T08:00:00Z,382.7032344497,NaN
2019-08-14T08:00:00Z,383.3688186952,NaN
2019-08-14T19:59:00Z,240.7873307664,NaN
2019-08-14T20:00:00Z,240.8510052868,NaN
2019-08-14T20:00:00Z,240.8843935175,NaN
2019-08-14T20:00:00Z,240.9272671853,NaN
2019-08-14T20:00:00Z,241.1000015335,NaN
2019-08-14T20:00:00Z,241.0548454525,NaN
2019-08-14T20:00:00Z,241.701204442,NaN
2019-08-14T20:00:00Z,242.6464741953,NaN
2019-08-14T20:00:00Z,243.4576041995,NaN
2019-08-14T20:00:00Z,244.3363989114,NaN
2019-08-14T20:00:00Z,244.8033291,NaN
2019-08-14T20:00:00Z,245.3898354998,NaN
2019-08-14T20:00:00Z,246.0513149567,NaN
2019-08-14T20:00:00Z,246.980723438,NaN
2019-08-14T20:00:00Z,247.8338234276,NaN
2019-08-14T20:00:00Z,248.669147907,NaN
2019-08-14T20:00:00Z,249.5624126894,NaN
2019-08-14T20:00:00Z,250.4605581311,NaN
2019-08-14T20:00:00Z,251.4495188175,NaN
2019-08-14T20:00:00Z,251.8190774336,NaN
2019-08-14T20:01:00Z,252.3941221119,NaN
2019-08-15T07:59:00Z,251.9898163112,NaN
2019-08-15T08:00:00Z,251.8696012783,NaN
2019-08-15T08:00:00Z,251.8126029222,NaN
2019-08-15T08:00:00Z,251.7939011893,NaN
2019-08-15T08:00:00Z,251.8620444051,NaN
2019-08-15T08:00:00Z,251.919464287,NaN
2019-08-15T08:00:00Z,252.1026305104,NaN
2019-08-15T08:00:00Z,252.2231210818,NaN
2019-08-15T08:00:00Z,252.2585998987,NaN
2019-08-15T08:00:00Z,252.406195712,NaN
2019-08-15T08:00:00Z,252.4687421885,NaN
2019-08-15T08:00:00Z,252.6107151607,NaN
2019-08-15T08:00:00Z,252.585231138,NaN
2019-08-15T08:00:00Z,252.8067601338,NaN
2019-08-15T08:00:00Z,253.1479052402,NaN
2019-08-15T08:00:00Z,253.3335500187,NaN
2019-08-15T08:00:00Z,253.5437744657,NaN
2019-08-15T08:00:00Z,254.0199767062,NaN
2019-08-15T08:00:00Z,254.5578280708,NaN
2019-08-15T08:00:00Z,255.0331531174,NaN
2019-08-15T19:59:00Z,120.668140294,NaN
2019-08-15T20:00:00Z,120.5346440052,NaN
2019-08-15T20:00:00Z,120.4361012226,NaN
2019-08-15T20:00:00Z,120.4548762268,NaN
2019-08-15T20:00:00Z,120.5372781468,NaN
2019-08-15T20:00:00Z,120.6248976859,NaN
2019-08-15T20:00:00Z,120.7384359566,NaN
2019-08-15T20:00:00Z,120.822733303,NaN
2019-08-15T20:00:00Z,120.9191711463,NaN
2019-08-15T20:00:00Z,120.9907696382,NaN
2019-08-15T20:00:00Z,121.2260333697,NaN
2019-08-15T20:00:00Z,121.5360006047,NaN
2019-08-15T20:00:00Z,121.9371209318,NaN
2019-08-15T20:00:00Z,122.4661931446,NaN
2019-08-15T20:00:00Z,122.8686350419,NaN
2019-08-15T20:00:00Z,123.8385018833,NaN
2019-08-15T20:00:00Z,125.6825832952,NaN
2019-08-15T20:00:00Z,129.375216242,NaN
2019-08-15T20:00:00Z,132.9915947963,NaN
2019-08-16T07:59:00Z,111.0652624845,NaN
2019-08-16T08:00:00Z,111.1421933104,NaN
2019-08-16T08:00:00Z,111.1631021294,NaN
2019-08-16T08:00:00Z,111.2232050673,NaN
2019-08-16T08:00:00Z,111.2773584415,NaN
2019-08-16T08:00:00Z,111.4009921503,NaN
2019-08-16T08:00:00Z,111.6500433149,NaN
2019-08-16T08:00:00Z,112.0654720763,NaN
2019-08-16T08:00:00Z,112.4750971968,NaN
2019-08-16T08:00:00Z,112.8338059749,NaN
2019-08-16T08:00:00Z,113.1995404109,NaN
2019-08-16T08:00:00Z,113.4988871033,NaN
2019-08-16T08:00:00Z,113.7895003091,NaN
2019-08-16T08:00:00Z,114.1631168513,NaN
2019-08-16T08:00:00Z,114.8028865347,NaN
2019-08-16T08:00:00Z,115.7916777133,NaN
2019-08-16T08:00:00Z,117.216200869,NaN
2019-08-16T08:00:00Z,118.8868741054,NaN
2019-08-16T08:00:00Z,120.4615094741,NaN
2019-08-16T08:01:00Z,121.7027112612,NaN
2019-08-16T19:59:00Z,85.4848053314,NaN
2019-08-16T20:00:00Z,85.3584328151,NaN
2019-08-16T20:00:00Z,85.335186307,NaN
2019-08-16T20:00:00Z,85.4535203905,NaN
2019-08-16T20:00:00Z,85.6063620613,NaN
2019-08-16T20:00:00Z,85.8276788192,NaN
2019-08-16T20:00:00Z,86.286847094,NaN
2019-08-16T20:00:00Z,86.7875434176,NaN
2019-08-16T20:00:00Z,87.2333779652,NaN
2019-08-16T20:00:00Z,87.6621024353,NaN
2019-08-16T20:00:00Z,88.0985867111,NaN
2019-08-16T20:00:00Z,88.6726628483,NaN
2019-08-16T20:00:00Z,89.4807449058,NaN
2019-08-16T20:00:00Z,90.3382988274,NaN
2019-08-16T20:00:00Z,91.1788228952,NaN
2019-08-16T20:00:00Z,91.9328969032,NaN
2019-08-16T20:00:00Z,92.955176721,NaN
2019-08-16T20:00:00Z,94.2260214398,NaN
2019-08-16T20:01:00Z,95.0141127307,NaN
2019-08-16T20:01:00Z,95.8373545124,NaN
2019-08-17T07:59:00Z,114.7223516031,NaN
2019-08-17T08:00:00Z,114.5861836355,NaN
2019-08-17T08:00:00Z,114.4149813297,NaN
2019-08-17T08:00:00Z,114.1928520627,NaN
2019-08-17T08:00:00Z,114.0871078528,NaN
2019-08-17T08:00:00Z,114.0294951106,NaN
2019-08-17T08:00:00Z,114.0036379627,NaN
2019-08-17T08:00:00Z,114.0512210812,NaN
2019-08-17T08:00:00Z,114.1610732866,NaN
2019-08-17T08:00:00Z,114.3599118377,NaN
2019-08-17T08:00:00Z,114.483054828,NaN
2019-08-17T08:00:00Z,114.5650767062,NaN
2019-08-17T08:00:00Z,114.6737009446,NaN
2019-08-17T08:00:00Z,114.8188988656,NaN
2019-08-17T08:00:00Z,114.9794707907,NaN
2019-08-17T08:00:00Z,115.2566652662,NaN
2019-08-17T08:00:00Z,115.5908188809,NaN
2019-08-17T08:00:00Z,116.3783794332,NaN
2019-08-17T08:00:00Z,116.7893760636,NaN
2019-08-17T08:00:00Z,118.0552633178,NaN
2019-08-17T19:59:00Z,82.9620495282,NaN
2019-08-17T20:00:00Z,82.9437008203,NaN
2019-08-17T20:00:00Z,82.9790338706,NaN
2019-08-17T20:00:00Z,83.0319519085,NaN
2019-08-17T20:00:00Z,83.0549375808,NaN
2019-08-17T20:00:00Z,83.0518697381,NaN
2019-08-17T20:00:00Z,83.0977418599,NaN
2019-08-17T20:00:00Z,83.1199808397,NaN
2019-08-17T20:00:00Z,83.1532580221,NaN
2019-08-17T20:00:00Z,83.2195368578,NaN
2019-08-17T20:00:00Z,83.287630287,NaN
2019-08-17T20:00:00Z,83.3988147551,NaN
2019-08-17T20:00:00Z,83.6156958889,NaN
2019-08-17T20:00:00Z,84.0134777628,NaN
2019-08-17T20:00:00Z,84.4839177386,NaN
2019-08-17T20:00:00Z,85.086352317,NaN
2019-08-17T20:00:00Z,85.63786453,NaN
2019-08-17T20:00:00Z,86.4503319013,NaN
2019-08-17T20:00:00Z,87.3596748618,NaN
2019-08-18T07:59:00Z,90.582105104,NaN
2019-08-18T07:59:00Z,90.5403755071,NaN
2019-08-18T08:00:00Z,90.4435029862,NaN
2019-08-18T08:00:00Z,90.3764459287,NaN
2019-08-18T08:00:00Z,90.3830450925,NaN
2019-08-18T08:00:00Z,90.4353689671,NaN
2019-08-18T08:00:00Z,90.5314419398,NaN
2019-08-18T08:00:00Z,90.6710509756,NaN
2019-08-18T08:00:00Z,90.8480178731,NaN
2019-08-18T08:00:00Z,91.1021073751,NaN
2019-08-18T08:00:00Z,91.3202488801,NaN
2019-08-18T08:00:00Z,91.9410526153,NaN
2019-08-18T08:00:00Z,92.6258582621,NaN
2019-08-18T08:00:00Z,93.539479475,NaN
2019-08-18T08:00:00Z,94.2636370728,NaN
2019-08-18T08:00:00Z,95.2903967253,NaN
2019-08-18T08:00:00Z,96.2102204812,NaN
2019-08-18T08:00:00Z,97.7962490272,NaN
2019-08-18T08:00:00Z,99.453375632,NaN
2019-08-18T08:00:00Z,100.5140546113,NaN
2019-08-18T19:59:00Z,83.248122637,NaN
2019-08-18T20:00:00Z,83.1907670357,NaN
2019-08-18T20:00:00Z,83.1489264627,NaN
2019-08-18T20:00:00Z,83.1281665378,NaN
2019-08-18T20:00:00Z,83.1075513524,NaN
2019-08-18T20:00:00Z,83.0778118304,NaN
2019-08-18T20:00:00Z,83.0992048674,NaN
2019-08-18T20:00:00Z,83.1434341668,NaN
2019-08-18T20:00:00Z,83.1846443821,NaN
2019-08-18T20:00:00Z,83.2113878147,NaN
2019-08-18T20:00:00Z,83.3146158311,NaN
2019-08-18T20:00:00Z,83.3124662666,NaN
2019-08-18T20:00:00Z,83.6589973356,NaN
2019-08-18T20:00:00Z,84.4113587196,NaN
2019-08-18T20:00:00Z,85.2378831036,NaN
2019-08-18T20:00:00Z,86.1580514901,NaN
2019-08-18T20:00:00Z,87.5484762064,NaN
2019-08-18T20:00:00Z,88.8887856506,NaN
2019-08-18T20:01:00Z,90.5044181603,NaN
2019-08-19T07:59:00Z,139.5556742801,NaN
2019-08-19T08:00:00Z,139.5085854457,NaN
2019-08-19T08:00:00Z,139.4756072037,NaN
2019-08-19T08:00:00Z,139.5152291741,NaN
2019-08-19T08:00:00Z,139.675594365,NaN
2019-08-19T08:00:00Z,139.8926293805,NaN
2019-08-19T08:00:00Z,140.1717179324,NaN
2019-08-19T08:00:00Z,140.5394898029,NaN
2019-08-19T08:00:00Z,140.8920370077,NaN
2019-08-19T08:00:00Z,141.1802622823,NaN
2019-08-19T08:00:00Z,141.5409224411,NaN
2019-08-19T08:00:00Z,141.949084256,NaN
2019-08-19T08:00:00Z,142.4572486833,NaN
2019-08-19T08:00:00Z,142.8439235528,NaN
2019-08-19T08:00:00Z,143.1731471875,NaN
2019-08-19T08:00:00Z,143.4932684321,NaN
2019-08-19T08:00:00Z,143.9115776315,NaN
2019-08-19T08:00:00Z,144.4931120719,NaN
2019-08-19T08:00:00Z,145.2199574381,NaN
2019-08-19T19:59:00Z,113.258147752,NaN
2019-08-19T20:00:00Z,113.119363304,NaN
2019-08-19T20:00:00Z,113.0142614101,NaN
2019-08-19T20:00:00Z,112.9464871521,NaN
2019-08-19T20:00:00Z,112.922882149,NaN
2019-08-19T20:00:00Z,112.9890434155,NaN
2019-08-19T20:00:00Z,112.9968250411,NaN
2019-08-19T20:00:00Z,113.571710507,NaN
2019-08-19T20:00:00Z,114.2191535833,NaN
2019-08-19T20:00:00Z,115.1538012995,NaN
2019-08-19T20:00:00Z,115.9622815661,NaN
2019-08-19T20:00:00Z,117.4064867509,NaN
2019-08-19T20:00:00Z,118.928180175,NaN
2019-08-19T20:00:00Z,120.3932824722,NaN
2019-08-19T20:00:00Z,121.5990230498,NaN
2019-08-19T20:00:00Z,123.4313633825,NaN
2019-08-19T20:00:00Z,125.3929949344,NaN
2019-08-19T20:00:00Z,127.3160745203,NaN
2019-08-19T20:00:00Z,129.1550741672,NaN
2019-08-20T07:59:00Z,111.2510052563,NaN
2019-08-20T08:00:00Z,111.0907405445,NaN
2019-08-20T08:00:00Z,110.9980415929,NaN
2019-08-20T08:00:00Z,110.9232667981,NaN
2019-08-20T08:00:00Z,110.8511967534,NaN
2019-08-20T08:00:00Z,110.9023847971,NaN
2019-08-20T08:00:00Z,111.1682139874,NaN
2019-08-20T08:00:00Z,111.5932243269,NaN
2019-08-20T08:00:00Z,112.0337268975,NaN
2019-08-20T08:00:00Z,112.1707414642,NaN
2019-08-20T08:00:00Z,112.8170384382,NaN
2019-08-20T08:00:00Z,113.6978814502,NaN
2019-08-20T08:00:00Z,115.4654142468,NaN
2019-08-20T08:00:00Z,117.4586869743,NaN
2019-08-20T08:00:00Z,119.4272474325,NaN
2019-08-20T08:00:00Z,122.0387223455,NaN
2019-08-20T08:00:00Z,124.0076991582,NaN
2019-08-20T08:00:00Z,126.0766693846,NaN
2019-08-20T08:00:00Z,128.0765658045,NaN
2019-08-20T19:59:00Z,79.2824571621,NaN
2019-08-20T20:00:00Z,79.2336646494,NaN
2019-08-20T20:00:00Z,79.2006452156,NaN
2019-08-20T20:00:00Z,79.2151848364,NaN
2019-08-20T20:00:00Z,79.347334874,NaN
2019-08-20T20:00:00Z,79.5355856608,NaN
2019-08-20T20:00:00Z,79.8137142252,NaN
2019-08-20T20:00:00Z,80.1844595045,NaN
2019-08-20T20:00:00Z,80.6477695834,NaN
2019-08-20T20:00:00Z,81.1221447441,NaN
2019-08-20T20:00:00Z,81.5137476073,NaN
2019-08-20T20:00:00Z,81.9060757112,NaN
2019-08-20T20:00:00Z,82.4615217794,NaN
2019-08-20T20:00:00Z,83.1344187816,NaN
2019-08-20T20:00:00Z,83.9200432013,NaN
2019-08-20T20:00:00Z,84.809249181,NaN
2019-08-20T20:00:00Z,86.0910451776,NaN
2019-08-20T20:00:00Z,88.8706398304,NaN
2019-08-20T20:00:00Z,91.1404975462,NaN
2019-08-21T07:59:00Z,93.7429778764,NaN
2019-08-21T07:59:00Z,93.7943703183,NaN
2019-08-21T08:00:00Z,93.8746491281,NaN
2019-08-21T08:00:00Z,94.0223530442,NaN
2019-08-21T08:00:00Z,94.2322345597,NaN
2019-08-21T08:00:00Z,94.4404708362,NaN
2019-08-21T08:00:00Z,94.6809346826,NaN
2019-08-21T08:00:00Z,94.9461594067,NaN
2019-08-21T08:00:00Z,95.2424377531,NaN
2019-08-21T08:00:00Z,95.6040207184,NaN
2019-08-21T08:00:00Z,95.7150623417,NaN
2019-08-21T08:00:00Z,96.3007085877,NaN
2019-08-21T08:00:00Z,96.9405406515,NaN
2019-08-21T08:00:00Z,97.4704789461,NaN
2019-08-21T08:00:00Z,98.0335492733,NaN
2019-08-21T08:00:00Z,99.6399333919,NaN
2019-08-21T08:00:00Z,101.7313951719,NaN
2019-08-21T08:00:00Z,103.6031963383,NaN
2019-08-21T08:00:00Z,106.6512742257,NaN
2019-08-21T19:59:00Z,79.9073835608,NaN
2019-08-21T20:00:00Z,79.8884098089,NaN
2019-08-21T20:00:00Z,79.8884620112,NaN
2019-08-21T20:00:00Z,79.9406952494,NaN
2019-08-21T20:00:00Z,80.0723225278,NaN
2019-08-21T20:00:00Z,80.2961508174,NaN
2019-08-21T20:00:00Z,80.9489192119,NaN
2019-08-21T20:00:00Z,81.6521757946,NaN
2019-08-21T20:00:00Z,82.1014475783,NaN
2019-08-21T20:00:00Z,82.8226934936,NaN
2019-08-21T20:00:00Z,83.9583965171,NaN
2019-08-21T20:00:00Z,85.0985682902,NaN
2019-08-21T20:00:00Z,86.4944742117,NaN
2019-08-21T20:00:00Z,88.3641091073,NaN
2019-08-21T20:00:00Z,90.5158201115,NaN
2019-08-21T20:00:00Z,93.1751845731,NaN
2019-08-21T20:00:00Z,95.6530108617,NaN
2019-08-21T20:00:00Z,98.2791170374,NaN
2019-08-21T20:00:00Z,100.5337324471,NaN
2019-08-22T07:59:00Z,146.9018095062,NaN
2019-08-22T08:00:00Z,146.8758278743,NaN
2019-08-22T08:00:00Z,146.8780156034,NaN
2019-08-22T08:00:00Z,146.9127682779,NaN
2019-08-22T08:00:00Z,146.928378245,NaN
2019-08-22T08:00:00Z,146.877997273,NaN
2019-08-22T08:00:00Z,147.0510473553,NaN
2019-08-22T08:00:00Z,147.325205343,NaN
2019-08-22T08:00:00Z,147.5251144613,NaN
2019-08-22T08:00:00Z,147.8427598989,NaN
2019-08-22T08:00:00Z,148.2752581137,NaN
2019-08-22T08:00:00Z,148.5604395221,NaN
2019-08-22T08:00:00Z,149.4443924114,NaN
2019-08-22T08:00:00Z,150.3350131567,NaN
2019-08-22T08:00:00Z,152.5811535088,NaN
2019-08-22T08:00:00Z,156.3518643364,NaN
2019-08-22T08:00:00Z,158.581842756,NaN
2019-08-22T08:00:00Z,161.7125409244,NaN
2019-08-23T02:02:00Z,241.0460911507,NaN
2019-08-23T02:03:00Z,244.3436343831,NaN
2019-08-23T02:03:00Z,236.8647585483,NaN
2019-08-23T02:04:00Z,236.0498105746,NaN
2019-08-23T02:04:00Z,235.9042199071,NaN
2019-08-23T02:04:00Z,236.5962284534,NaN
2019-08-23T02:04:00Z,237.6375515746,NaN
2019-08-23T02:04:00Z,238.8420505304,NaN
2019-08-23T02:04:00Z,240.2594749247,NaN
2019-08-23T02:04:00Z,242.0275636728,NaN
2019-08-23T02:04:00Z,243.3476667986,NaN
2019-08-23T02:04:00Z,244.4533963467,NaN
2019-08-23T02:04:00Z,246.0403177819,NaN
2019-08-23T02:04:00Z,248.6045696054,NaN
2019-08-23T02:04:00Z,251.2347392056,NaN
2019-08-23T02:04:00Z,255.2629622103,NaN
2019-08-23T02:04:00Z,264.6966502298,NaN
2019-08-23T02:04:00Z,276.1282740198,NaN
2019-08-23T02:04:00Z,282.8549399917,NaN
2019-08-23T08:02:00Z,138.6044528051,NaN
2019-08-23T08:03:00Z,142.8279007036,NaN
2019-08-23T08:03:00Z,141.5956981257,NaN
2019-08-23T08:04:00Z,141.4539843793,NaN
2019-08-23T08:04:00Z,141.8616999848,NaN
2019-08-23T08:04:00Z,143.2925153875,NaN
2019-08-23T08:04:00Z,144.8162011606,NaN
2019-08-23T08:04:00Z,146.5426076657,NaN
2019-08-23T08:04:00Z,149.4253756277,NaN
2019-08-23T08:04:00Z,154.7846986935,NaN
2019-08-23T08:04:00Z,160.6420489291,NaN
2019-08-23T08:04:00Z,164.6840723348,NaN
2019-08-23T08:04:00Z,168.6122851424,NaN
2019-08-23T08:04:00Z,173.311341986,NaN
2019-08-23T08:04:00Z,176.3471621309,NaN
2019-08-23T08:04:00Z,180.1966050602,NaN
2019-08-23T08:04:00Z,187.3163274982,NaN
2019-08-23T08:04:00Z,193.0620669908,NaN
2019-08-23T14:02:00Z,167.0775217447,NaN
2019-08-23T14:03:00Z,178.6989677572,NaN
2019-08-23T14:03:00Z,178.7496053391,NaN
2019-08-23T14:04:00Z,179.0273780093,NaN
2019-08-23T14:04:00Z,179.5106496108,NaN
2019-08-23T14:04:00Z,181.0609527268,NaN
2019-08-23T14:04:00Z,182.5574710466,NaN
2019-08-23T14:04:00Z,183.5606670826,NaN
2019-08-23T14:04:00Z,184.477530842,NaN
2019-08-23T14:04:00Z,185.7634368635,NaN
2019-08-23T14:04:00Z,186.7391197688,NaN
2019-08-23T14:04:00Z,188.5853412671,NaN
2019-08-23T14:04:00Z,192.823873046,NaN
2019-08-23T14:04:00Z,198.6535729431,NaN
2019-08-23T14:04:00Z,204.0782210328,NaN
2019-08-23T14:04:00Z,210.7490349629,NaN
2019-08-23T14:04:00Z,219.6557902097,NaN
2019-08-23T14:04:00Z,225.8045589447,NaN
2019-08-23T20:02:00Z,104.4892457767,NaN
2019-08-23T20:03:00Z,110.0094082772,NaN
2019-08-23T20:03:00Z,110.9181195265,NaN
2019-08-23T20:04:00Z,111.2376623387,NaN
2019-08-23T20:04:00Z,111.7256747284,NaN
2019-08-23T20:04:00Z,112.6954920737,NaN
2019-08-23T20:04:00Z,114.5181470214,NaN
2019-08-23T20:04:00Z,116.3694465481,NaN
2019-08-23T20:04:00Z,117.5407508327,NaN
2019-08-23T20:04:00Z,118.9413040299,NaN
2019-08-23T20:04:00Z,120.6922969093,NaN
2019-08-23T20:04:00Z,121.8845805834,NaN
2019-08-23T20:04:00Z,124.3610887935,NaN
2019-08-23T20:04:00Z,130.8820106356,NaN
2019-08-23T20:04:00Z,138.3665862536,NaN
2019-08-23T20:04:00Z,144.8505055632,NaN
2019-08-23T20:04:00Z,150.9962336976,NaN
2019-08-23T20:04:00Z,157.8474482152,NaN
2019-08-24T02:02:00Z,101.1805329546,NaN
2019-08-24T02:03:00Z,107.9017330088,NaN
2019-08-24T02:03:00Z,107.8832252264,NaN
2019-08-24T02:04:00Z,108.0676718098,NaN
2019-08-24T02:04:00Z,108.6474170897,NaN
2019-08-24T02:04:00Z,110.0087405556,NaN
2019-08-24T02:04:00Z,111.5557562936,NaN
2019-08-24T02:04:00Z,113.2719587172,NaN
2019-08-24T02:04:00Z,114.6777746856,NaN
2019-08-24T02:04:00Z,115.8046280406,NaN
2019-08-24T02:04:00Z,117.1990107357,NaN
2019-08-24T02:04:00Z,118.5975535102,NaN
2019-08-24T02:04:00Z,120.1308429026,NaN
2019-08-24T02:04:00Z,121.873300421,NaN
2019-08-24T02:04:00Z,124.4096978919,NaN
2019-08-24T02:04:00Z,129.0496032767,NaN
2019-08-24T02:04:00Z,136.3999913893,NaN
2019-08-24T02:04:00Z,142.6589731986,NaN
2019-08-24T02:04:00Z,148.5533623578,NaN
2019-08-24T07:44:00Z,202.2746487601,NaN
2019-08-24T07:45:00Z,205.3481006807,NaN
2019-08-24T07:45:00Z,205.2141890454,NaN
2019-08-24T07:46:00Z,206.5447250812,NaN
2019-08-24T07:46:00Z,207.850756674,NaN
2019-08-24T07:46:00Z,210.8007598024,NaN
2019-08-24T07:46:00Z,217.5366552145,NaN
2019-08-24T07:46:00Z,228.3422920343,NaN
2019-08-24T07:46:00Z,238.0247219869,NaN
2019-08-24T07:46:00Z,244.8663386211,NaN
2019-08-24T07:46:00Z,252.4260744264,NaN
2019-08-24T07:46:00Z,260.2730131371,NaN
2019-08-24T07:46:00Z,267.2418394697,NaN
2019-08-24T07:46:00Z,272.0728271377,NaN
2019-08-24T07:46:00Z,276.1653704178,NaN
